text	future_sentiment	class
لا تنظر للنصف الفارغ من الكأس	neutral	sport
لا خوف على الاتي بوجود حمدالله ههههههه	optimistic	sport
لا ضمك مدعوم من الصندوق	neutral	sport
لا فيرمينو ولا غيره .. فقط نحتاج التعاقد مع محور6 بديلاً لديميرال .. وبعدها .. خذ فريق	optimistic	sport
لا و الله لو تأهلت ثاني كان بيكون عندها فرصة قوية للتأهل لربع النهائي	optimistic	sport
لا يـموت الـحق مهما لطمت عـارضيه قـبضة المغتصب	pessimistic	sport
لابد يلعبون في اوروبا	neutral	sport
لابورت إصابته ماهي بوقتها ولكن نقول إن شاء الله يلحق على الديربي	optimistic	sport
لازال الدوري طويل ولكن الهلال بعد مباراة اليوم اثبت انه سيكون منافس قوي على الدوري	optimistic	sport
لازال هناك متسعا من الوقت لريان ليكتسب الخبرة ويتعلم	optimistic	sport
لازلتُ مؤمناً ان خالد موهبة حقيقية فمتى نراه ؟!	optimistic	sport
لازم محور 6 فخم في الشتوية والبحث من الآن بشرط يكون مميز والكورة معه	optimistic	sport
لازم نتيجة كبيرة لنا فترة من فزنا بنتايج كبيرة يمكن من خماسية الحزم انا توقعتها 5/0	neutral	sport
لازم نرتاح ب أكثر من هدف يابو مهند	optimistic	sport
لازم نكسر العقده الليلة ونتمنى مقابلتهم في اسيا	optimistic	sport
لاعب حريف و مهاري و يصنع لك اهداف انت و ضميرك	neutral	sport
لاعب يعطيك محور 6 ويعطيك بشكل كبير في قلب الدفاع ..	optimistic	sport
لاعبين الهلال حققو معه ٢ دوري اسيا و٣ دوري ولكن عارفين بتغير المرحله وفرصة الدعم التاريخي وغيرو كل الاعبين	optimistic	sport
لالتوفبق للعالمي لتحقيق انتصار عريض	optimistic	sport
لان في الغالب /كرة القدم ربح و خسارة/ و في المجمل الفريق مقارنة بالسابق /جيد جدا/	optimistic	sport
لاينقز بلفك بس الهلال فاز على النصر أنا مالي شغل	neutral	sport
لبى قلب رجل المهمات الصعبة!!!	neutral	sport
لجمهور الأهلي تفاؤلا.. هي الحياة لا دوام .. لظلام حالك! ف النهار معقبٌ وان طالت ليلته…	optimistic	sport
لخصها خالد الشنيف في دقائق	neutral	sport
لدقيقة80 النتيجة تقدم العالمي 4_1	optimistic	sport
لدينا اوراق رابحه في الشوط الثاني هيثم / النابت / الرشيدي	optimistic	sport
لعبنا ب 2 سنتر اول مره يلعبوا أساسيين مع بعض وطلعنا بشباك نظيف	neutral	sport
لقاء قوي ومنتظر اليوم التعاون والاتحاد اتوقع مباراة ممتعه من الفريقين الهلال لقاء سهل ضد الخليج حتى في ظل الغيابات	optimistic	sport
لَقَدۡ كَانَ لَكُمۡ فِيهِمۡ أُسۡوَةٌ حَسَنَةٞ لِّمَن كَانَ يَرۡجُواْ	optimistic	sport
لكل مبارة ظروفها الخسارة السابقة من ابها لن تتكرر اليوم الكل في يومه مدرب و لعيبة	optimistic	sport
لكن ماجعلني أرجح تفوق طفيف لأطراف النصر	optimistic	sport
لكن هذا لا يهم بقدر ما هو الأولى والأهم هو فوز الهلال بالمباريات وكسب الـ 3 نقاط	optimistic	sport
لكنه في الحقيقة هو لاعب حر	neutral	sport
للامانه الملعب اصبح جوهره ناقصه تكيييف بس ..	optimistic	sport
لماذا لانستفيد من تجربة قطر ملاعب عالمية تنظيم بطولات عالمية بمستوى باهر نقل المباريات بصورة فريدة	optimistic	sport
لو اخترت افضل منفذ ركلات جزاء على مستوى العالم حمدالله زي شرب المويه البلنتيات عنده عطفا على مستواه العادي	neutral	sport
لو استفاد النادي من فتره التوقف ولعب مباره وديه واضافه لاعبين شباب النادي لاخذ فرصه اذا مستواهم جيد	optimistic	sport
لو لاعب زايد مع فرمينهو بنسجل بس لازم اضافة	optimistic	sport
لو من الاتحاد ابيع حمدلله للقادسيه ولا افرط بالبنز .. واكسب مبلغ وانظم هجومي بقياد البنز لموسمين ع الاقل ..	optimistic	sport
لو يجمع لنا جيرارد بين ليون بايلي جناح أستون فيلا الأيمن و مواطنه جراي يكون عمل جبار منه ..	optimistic	sport
لوبتيجي ايناسب الاتحاد لوران بلان مدرب مناسب ومتوازن ويملك الشخصية	optimistic	sport
لويس غوستافو تواجد في مقر ‎النصر اليوم😍	optimistic	sport
"لويس فيغو : \""حظًا موفقًا لِـ ‎النصر هذا الموسم 💛\""."	optimistic	sport
لويس كاسترو : - الطاقم الطبي يدرس إصابة كريستيانو رونالدو ، وسيقوم بعملية الاستشفاء ليكون جاهزاً لمباراة ‎الهلال .	optimistic	sport
"لويس كاسترو : \"" الخطوط العريضة لنادي ‎النصر وهو أن يفوز دائماً بالبطولات \""."	optimistic	sport
"لويس كاسترو : \"" عدم الخسارة في 20 مباراة ، هذا يعني لنا الشجاعة والإحترام 💪🏻💛\"""	optimistic	sport
"لويس كاسترو : \""احترم اي خصم لكن هدفنا ان نكون افضل أول في المجموعات\""."	optimistic	sport
"لويس كاسترو : \""سعيد جدا بالتواجد هنا في طاجكستان واشكر الجميع على هذا الاستقبال الرائع\""."	optimistic	sport
"لويس كاسترو : \""في بداية الموسم كُنا نحقق الانتصارات وبنتائج عالية، ودائماً نبحث عن الأفضل\""."	optimistic	sport
"‏لويس كاسترو مدرب ( النصر): \""حينما يكون لديك الأسطورة كريستيانو رونالدو يصبح كل شي سهل في كرة القدم🐐\"""	optimistic	sport
ليت الكعبي يعلق على كل مباريات الاهلي بدل ازعاج الباقين معلق رايق ومعلومات ثرية	neutral	sport
ليت فرمينهو يسجل مثل ذي المباريات فرصه له	optimistic	sport
ليت يجي مورينهو رغم اني مش من محبينه بس على الاقل شخصيته قويه والكل يحترمه احسن من المودل البزر	neutral	sport
ليش ما يكون خطوه تقدميه من الكويكبي لمصلحة الفريق , في النهايه هندرسون كان كابتن انجلترا بكبرها	optimistic	sport
ليفربول ..اصمِد ..انت تستطيع	optimistic	sport
مؤخرا المنتخب حقق نجاح ملحوظ حقيقة	optimistic	sport
ما أجملك يانصر 💛 ما أروعك💙 ما أمتعك💛 💛عشق الطفوله وأول الناس الكبار 💙	optimistic	sport
ما تابعت المباراة اليوم ريّحت ومحتفظ باللياقة كاملة عشان مباريات بكرة 😁😁	neutral	sport
ما راح تكون مثل مباراة ابها الرائد مقفل ونازل بخمس مدافعين الله يوفق الاهلي	optimistic	sport
ما شاء الله اللهم زد و بارك	optimistic	sport
ما شاء الله مع ازياد المنتخبات قوة و اكثر صلابة	optimistic	sport
ما نحتاج الى تصويتهم و نقول ان شاء الله اكسبو 2030 في الرياض	optimistic	sport
ما نقدم مباراة رصيف جده في الدور الثاني وتكون المباراة القادمة :)	optimistic	sport
ماجد بدا يلعب من موسم 1976 واعتزل 1997	neutral	sport
ماجد حتى التعادل مقبول منتخبنا قادر على الصدارة والفوز على قرغيزستان وتايلند	optimistic	sport
مادام الايفواريين طلعوا السنغال المنتخب المرشح الاكبر والاقوى بأفريقيا حالياً فيستحقون الفوز بالكاس ويفرحوا جماهيرهم بها	optimistic	sport
ماذا لو استمر تطور منتخب الاردن كان الان منتخب الاردن احد كبار القاره و ارتفعت المنافسه	optimistic	sport
مارسيلو بروزوفيتش يتواجد بلقاء نابولي & فيورنتينا	optimistic	sport
